mes,semana,mes_semana,regiao,estado,buscou_estabelecimento_saude,foi_internado,sem_atendimento,sedado_entubado,respondentes
10,1,10_1,Norte,RR,7,0,0,0,7
10,3,10_3,Norte,RR,2,0,0,0,2
10,4,10_4,Norte,RR,1,0,0,0,1
10,3,10_3,Norte,RR,9,0,0,0,9
10,1,10_1,Norte,RR,3,0,0,0,3
10,1,10_1,Norte,RR,1,0,1,0,1
11,1,11_1,Norte,RR,2,0,0,0,2
11,3,11_3,Norte,RR,10,0,0,0,10
11,4,11_4,Norte,RR,11,0,0,0,11
11,2,11_2,Norte,RR,1,1,0,0,1
11,4,11_4,Norte,RR,1,0,0,0,1
9,3,9_3,Centro-Oeste,MS,12,0,0,0,12
9,1,9_1,Centro-Oeste,MS,7,0,0,0,7
9,2,9_2,Centro-Oeste,MS,18,0,0,0,18
9,1,9_1,Centro-Oeste,MS,19,0,0,0,19
9,4,9_4,Centro-Oeste,MS,17,0,0,0,17
9,2,9_2,Centro-Oeste,MS,16,0,0,0,16
9,3,9_3,Centro-Oeste,MS,6,0,0,0,6
9,1,9_1,Centro-Oeste,MS,1,1,0,0,1
10,3,10_3,Centro-Oeste,MS,10,0,0,0,10
10,2,10_2,Centro-Oeste,MS,11,0,0,0,11
10,1,10_1,Centro-Oeste,MS,12,0,0,0,12
10,2,10_2,Centro-Oeste,MS,11,0,0,0,11
11,4,11_4,Centro-Oeste,MS,10,0,0,0,10
11,2,11_2,Centro-Oeste,MS,17,0,0,0,17
11,2,11_2,Centro-Oeste,MS,2,2,0,0,2
11,1,11_1,Centro-Oeste,MS,13,0,0,0,13
11,3,11_3,Centro-Oeste,MS,7,0,0,0,7
11,1,11_1,Centro-Oeste,MS,11,0,0,0,11
11,4,11_4,Centro-Oeste,MS,1,1,0,0,1
11,4,11_4,Centro-Oeste,MS,1,1,0,1,1
9,2,9_2,Nordeste,RN,10,0,0,0,10
9,2,9_2,Nordeste,RN,2,2,0,0,2
9,3,9_3,Nordeste,RN,7,0,0,0,7
10,3,10_3,Nordeste,RN,13,0,0,0,13
10,1,10_1,Nordeste,RN,17,0,0,0,17
10,4,10_4,Nordeste,RN,8,0,0,0,8
10,2,10_2,Nordeste,RN,21,0,0,0,21
10,4,10_4,Nordeste,RN,7,0,0,0,7
11,4,11_4,Nordeste,RN,13,0,0,0,13
11,2,11_2,Nordeste,RN,13,0,0,0,13
11,1,11_1,Nordeste,RN,8,0,0,0,8
11,1,11_1,Nordeste,RN,2,2,0,0,2
9,2,9_2,Norte,AC,5,0,0,0,5
9,3,9_3,Norte,AC,8,0,0,0,8
9,1,9_1,Norte,AC,3,0,0,0,3
10,3,10_3,Norte,AC,4,0,0,0,4
10,2,10_2,Norte,AC,1,1,0,0,1
10,1,10_1,Norte,AC,5,0,0,0,5
10,2,10_2,Norte,AC,1,1,0,1,1
11,4,11_4,Norte,AC,1,0,0,0,1
11,2,11_2,Norte,AC,6,0,0,0,6
11,1,11_1,Norte,AC,8,0,0,0,8
11,3,11_3,Norte,AC,2,2,0,0,2
11,1,11_1,Norte,AC,1,1,0,0,1
11,3,11_3,Norte,AC,3,0,0,0,3
11,1,11_1,Norte,AC,6,0,0,0,6
9,3,9_3,Centro-Oeste,DF,7,0,0,0,7
9,3,9_3,Centro-Oeste,DF,12,0,0,0,12
9,4,9_4,Centro-Oeste,DF,7,0,0,0,7
9,4,9_4,Centro-Oeste,DF,1,1,0,1,1
9,1,9_1,Centro-Oeste,DF,1,1,0,0,1
10,4,10_4,Centro-Oeste,DF,10,0,0,0,10
10,3,10_3,Centro-Oeste,DF,12,0,0,0,12
10,2,10_2,Centro-Oeste,DF,9,0,0,0,9
10,3,10_3,Centro-Oeste,DF,2,2,0,0,2
10,1,10_1,Centro-Oeste,DF,5,0,0,0,5
10,2,10_2,Centro-Oeste,DF,2,2,0,0,2
10,3,10_3,Centro-Oeste,DF,10,0,0,0,10
10,2,10_2,Centro-Oeste,DF,1,1,0,1,1
10,3,10_3,Centro-Oeste,DF,1,1,0,1,1
11,3,11_3,Centro-Oeste,DF,8,0,0,0,8
11,4,11_4,Centro-Oeste,DF,8,0,0,0,8
11,2,11_2,Centro-Oeste,DF,9,0,0,0,9
9,2,9_2,Norte,PA,15,0,0,0,15
9,1,9_1,Norte,PA,14,0,0,0,14
9,4,9_4,Norte,PA,16,0,0,0,16
9,3,9_3,Norte,PA,19,0,0,0,19
9,4,9_4,Norte,PA,10,0,0,0,10
10,4,10_4,Norte,PA,28,0,0,0,28
10,1,10_1,Norte,PA,1,0,1,0,1
10,4,10_4,Norte,PA,16,0,0,0,16
10,1,10_1,Norte,PA,26,0,0,0,26
10,2,10_2,Norte,PA,2,2,0,0,2
10,2,10_2,Norte,PA,16,0,0,0,16
10,4,10_4,Norte,PA,1,1,0,0,1
11,2,11_2,Norte,PA,14,0,0,0,14
11,4,11_4,Norte,PA,17,0,0,0,17
11,1,11_1,Norte,PA,14,0,0,0,14
11,3,11_3,Norte,PA,12,0,0,0,12
11,2,11_2,Norte,PA,14,0,0,0,14
11,2,11_2,Norte,PA,4,4,0,0,4
11,2,11_2,Norte,PA,1,0,1,0,1
11,1,11_1,Norte,PA,3,3,0,0,3
9,1,9_1,Nordeste,PB,17,0,0,0,17
9,3,9_3,Nordeste,PB,19,0,0,0,19
9,4,9_4,Nordeste,PB,11,0,0,0,11
9,3,9_3,Nordeste,PB,8,0,0,0,8
9,4,9_4,Nordeste,PB,1,1,0,0,1
9,2,9_2,Nordeste,PB,1,1,0,0,1
10,1,10_1,Nordeste,PB,15,0,0,0,15
10,2,10_2,Nordeste,PB,1,1,0,0,1
10,2,10_2,Nordeste,PB,11,0,0,0,11
10,4,10_4,Nordeste,PB,1,0,1,0,1
11,1,11_1,Nordeste,PB,12,0,0,0,12
11,3,11_3,Nordeste,PB,19,0,0,0,19
11,3,11_3,Nordeste,PB,8,0,0,0,8
11,4,11_4,Nordeste,PB,28,0,0,0,28
11,1,11_1,Nordeste,PB,15,0,0,0,15
11,4,11_4,Nordeste,PB,10,0,0,0,10
11,2,11_2,Nordeste,PB,10,0,0,0,10
11,4,11_4,Nordeste,PB,1,0,1,0,1
9,4,9_4,Norte,RO,5,0,0,0,5
9,2,9_2,Norte,RO,6,0,0,0,6
9,1,9_1,Norte,RO,8,0,0,0,8
9,2,9_2,Norte,RO,5,0,0,0,5
10,1,10_1,Norte,RO,9,0,0,0,9
10,2,10_2,Norte,RO,9,0,0,0,9
10,2,10_2,Norte,RO,9,0,0,0,9
10,3,10_3,Norte,RO,1,1,0,0,1
10,1,10_1,Norte,RO,8,0,0,0,8
10,3,10_3,Norte,RO,4,0,0,0,4
11,3,11_3,Norte,RO,7,0,0,0,7
11,2,11_2,Norte,RO,9,0,0,0,9
11,1,11_1,Norte,RO,5,0,0,0,5
11,2,11_2,Norte,RO,7,0,0,0,7
11,4,11_4,Norte,RO,2,2,0,0,2
11,3,11_3,Norte,RO,5,0,0,0,5
11,2,11_2,Norte,RO,2,0,2,0,2
11,3,11_3,Norte,RO,1,0,1,0,1
11,1,11_1,Norte,RO,3,0,0,0,3
11,2,11_2,Norte,RO,1,1,0,0,1
9,3,9_3,Norte,AM,11,0,0,0,11
9,2,9_2,Norte,AM,12,0,0,0,12
9,1,9_1,Norte,AM,5,0,0,0,5
9,1,9_1,Norte,AM,14,0,0,0,14
9,1,9_1,Norte,AM,1,1,0,0,1
9,4,9_4,Norte,AM,1,1,0,1,1
10,4,10_4,Norte,AM,11,0,0,0,11
10,4,10_4,Norte,AM,18,0,0,0,18
10,3,10_3,Norte,AM,32,0,0,0,32
10,2,10_2,Norte,AM,13,0,0,0,13
10,4,10_4,Norte,AM,1,1,0,0,1
10,2,10_2,Norte,AM,32,0,0,0,32
10,1,10_1,Norte,AM,1,0,1,0,1
10,1,10_1,Norte,AM,14,0,0,0,14
10,1,10_1,Norte,AM,9,0,0,0,9
10,2,10_2,Norte,AM,2,2,0,0,2
11,3,11_3,Norte,AM,16,0,0,0,16
11,4,11_4,Norte,AM,12,0,0,0,12
11,3,11_3,Norte,AM,14,0,0,0,14
11,2,11_2,Norte,AM,9,0,0,0,9
11,3,11_3,Norte,AM,1,1,0,0,1
11,4,11_4,Norte,AM,1,1,0,1,1
9,1,9_1,Nordeste,PI,2,2,0,0,2
9,1,9_1,Nordeste,PI,1,1,0,1,1
9,2,9_2,Nordeste,PI,15,0,0,0,15
9,1,9_1,Nordeste,PI,4,0,0,0,4
9,4,9_4,Nordeste,PI,1,1,0,1,1
9,2,9_2,Nordeste,PI,6,0,0,0,6
9,3,9_3,Nordeste,PI,5,0,0,0,5
9,3,9_3,Nordeste,PI,1,1,0,1,1
10,3,10_3,Nordeste,PI,19,0,0,0,19
10,4,10_4,Nordeste,PI,7,0,0,0,7
10,2,10_2,Nordeste,PI,15,0,0,0,15
10,2,10_2,Nordeste,PI,1,1,0,0,1
11,1,11_1,Nordeste,PI,2,0,0,0,2
11,4,11_4,Nordeste,PI,10,0,0,0,10
11,4,11_4,Nordeste,PI,7,0,0,0,7
11,1,11_1,Nordeste,PI,2,0,2,0,2
11,1,11_1,Nordeste,PI,6,0,0,0,6
11,2,11_2,Nordeste,PI,4,0,0,0,4
11,2,11_2,Nordeste,PI,1,0,1,0,1
9,2,9_2,Nordeste,AL,12,0,0,0,12
9,4,9_4,Nordeste,AL,12,0,0,0,12
9,4,9_4,Nordeste,AL,16,0,0,0,16
9,3,9_3,Nordeste,AL,15,0,0,0,15
9,2,9_2,Nordeste,AL,1,1,0,0,1
9,1,9_1,Nordeste,AL,1,1,0,1,1
9,1,9_1,Nordeste,AL,1,1,0,0,1
10,3,10_3,Nordeste,AL,9,0,0,0,9
10,4,10_4,Nordeste,AL,1,1,0,1,1
10,4,10_4,Nordeste,AL,6,0,0,0,6
10,1,10_1,Nordeste,AL,7,0,0,0,7
10,2,10_2,Nordeste,AL,10,0,0,0,10
10,3,10_3,Nordeste,AL,1,1,0,0,1
11,2,11_2,Nordeste,AL,10,0,0,0,10
11,2,11_2,Nordeste,AL,3,0,0,0,3
11,3,11_3,Nordeste,AL,9,0,0,0,9
11,1,11_1,Nordeste,AL,8,0,0,0,8
11,1,11_1,Nordeste,AL,3,0,0,0,3
11,3,11_3,Nordeste,AL,2,2,0,0,2
9,1,9_1,Nordeste,PE,14,0,0,0,14
9,4,9_4,Nordeste,PE,11,0,0,0,11
9,3,9_3,Nordeste,PE,17,0,0,0,17
9,4,9_4,Nordeste,PE,6,6,0,0,6
9,3,9_3,Nordeste,PE,1,1,0,0,1
9,3,9_3,Nordeste,PE,1,0,1,0,1
10,4,10_4,Nordeste,PE,13,0,0,0,13
10,2,10_2,Nordeste,PE,12,0,0,0,12
10,3,10_3,Nordeste,PE,5,0,0,0,5
10,1,10_1,Nordeste,PE,6,0,0,0,6
10,1,10_1,Nordeste,PE,5,0,0,0,5
10,4,10_4,Nordeste,PE,12,0,0,0,12
10,4,10_4,Nordeste,PE,1,1,0,1,1
11,1,11_1,Nordeste,PE,11,0,0,0,11
11,1,11_1,Nordeste,PE,13,0,0,0,13
11,3,11_3,Nordeste,PE,11,0,0,0,11
11,2,11_2,Nordeste,PE,3,3,0,0,3
11,4,11_4,Nordeste,PE,1,0,1,0,1
11,4,11_4,Nordeste,PE,18,0,0,0,18
11,4,11_4,Nordeste,PE,23,0,0,0,23
11,1,11_1,Nordeste,PE,1,1,0,1,1
11,4,11_4,Nordeste,PE,4,4,0,0,4
11,2,11_2,Nordeste,PE,5,0,5,0,5
11,4,11_4,Nordeste,PE,1,1,0,1,1
9,4,9_4,Sudeste,ES,19,0,0,0,19
9,1,9_1,Sudeste,ES,20,0,0,0,20
9,1,9_1,Sudeste,ES,2,2,0,0,2
9,4,9_4,Sudeste,ES,7,0,0,0,7
9,1,9_1,Sudeste,ES,11,0,0,0,11
9,2,9_2,Sudeste,ES,1,1,0,0,1
10,4,10_4,Sudeste,ES,20,0,0,0,20
10,3,10_3,Sudeste,ES,20,0,0,0,20
10,2,10_2,Sudeste,ES,11,0,0,0,11
10,1,10_1,Sudeste,ES,2,2,0,0,2
10,1,10_1,Sudeste,ES,11,0,0,0,11
10,4,10_4,Sudeste,ES,1,1,0,0,1
10,4,10_4,Sudeste,ES,1,1,0,1,1
11,1,11_1,Sudeste,ES,17,0,0,0,17
11,4,11_4,Sudeste,ES,30,0,0,0,30
11,1,11_1,Sudeste,ES,21,0,0,0,21
11,2,11_2,Sudeste,ES,17,0,0,0,17
11,3,11_3,Sudeste,ES,27,0,0,0,27
11,3,11_3,Sudeste,ES,3,3,0,0,3
11,4,11_4,Sudeste,ES,4,4,0,0,4
11,2,11_2,Sudeste,ES,1,0,1,0,1
9,4,9_4,Centro-Oeste,MT,30,0,0,0,30
9,3,9_3,Centro-Oeste,MT,22,0,0,0,22
9,2,9_2,Centro-Oeste,MT,3,3,0,0,3
9,1,9_1,Centro-Oeste,MT,26,0,0,0,26
9,3,9_3,Centro-Oeste,MT,16,0,0,0,16
9,1,9_1,Centro-Oeste,MT,1,0,1,0,1
9,2,9_2,Centro-Oeste,MT,2,0,2,0,2
10,1,10_1,Centro-Oeste,MT,19,0,0,0,19
10,1,10_1,Centro-Oeste,MT,1,1,0,0,1
10,4,10_4,Centro-Oeste,MT,2,2,0,0,2
10,4,10_4,Centro-Oeste,MT,7,0,0,0,7
10,3,10_3,Centro-Oeste,MT,3,0,0,0,3
10,2,10_2,Centro-Oeste,MT,2,2,0,0,2
11,4,11_4,Centro-Oeste,MT,25,0,0,0,25
11,1,11_1,Centro-Oeste,MT,14,0,0,0,14
11,1,11_1,Centro-Oeste,MT,3,3,0,0,3
11,1,11_1,Centro-Oeste,MT,12,0,0,0,12
11,3,11_3,Centro-Oeste,MT,3,3,0,0,3
9,2,9_2,Nordeste,SE,10,0,0,0,10
9,3,9_3,Nordeste,SE,15,0,0,0,15
9,1,9_1,Nordeste,SE,9,0,0,0,9
9,1,9_1,Nordeste,SE,22,0,0,0,22
9,3,9_3,Nordeste,SE,17,0,0,0,17
9,4,9_4,Nordeste,SE,6,0,0,0,6
9,2,9_2,Nordeste,SE,15,0,0,0,15
9,4,9_4,Nordeste,SE,11,0,0,0,11
9,1,9_1,Nordeste,SE,1,1,0,0,1
9,3,9_3,Nordeste,SE,1,1,0,0,1
10,1,10_1,Nordeste,SE,13,0,0,0,13
10,1,10_1,Nordeste,SE,5,0,0,0,5
10,4,10_4,Nordeste,SE,3,0,0,0,3
10,3,10_3,Nordeste,SE,4,0,0,0,4
10,1,10_1,Nordeste,SE,1,1,0,0,1
11,2,11_2,Nordeste,SE,7,0,0,0,7
11,4,11_4,Nordeste,SE,7,0,0,0,7
11,1,11_1,Nordeste,SE,6,0,0,0,6
11,2,11_2,Nordeste,SE,4,0,0,0,4
9,1,9_1,Centro-Oeste,GO,33,0,0,0,33
9,3,9_3,Centro-Oeste,GO,25,0,0,0,25
9,1,9_1,Centro-Oeste,GO,12,0,0,0,12
9,3,9_3,Centro-Oeste,GO,30,0,0,0,30
9,2,9_2,Centro-Oeste,GO,4,4,0,0,4
9,3,9_3,Centro-Oeste,GO,1,1,0,1,1
9,1,9_1,Centro-Oeste,GO,1,1,0,1,1
9,3,9_3,Centro-Oeste,GO,2,0,2,0,2
9,1,9_1,Centro-Oeste,GO,1,0,1,0,1
9,2,9_2,Centro-Oeste,GO,2,2,0,2,2
9,4,9_4,Centro-Oeste,GO,1,1,0,0,1
10,4,10_4,Centro-Oeste,GO,2,0,2,0,2
10,2,10_2,Centro-Oeste,GO,27,0,0,0,27
10,3,10_3,Centro-Oeste,GO,2,0,2,0,2
10,1,10_1,Centro-Oeste,GO,12,0,0,0,12
10,4,10_4,Centro-Oeste,GO,17,0,0,0,17
10,4,10_4,Centro-Oeste,GO,3,3,0,3,3
10,1,10_1,Centro-Oeste,GO,1,1,0,1,1
11,4,11_4,Centro-Oeste,GO,26,0,0,0,26
11,1,11_1,Centro-Oeste,GO,19,0,0,0,19
11,4,11_4,Centro-Oeste,GO,4,4,0,0,4
11,2,11_2,Centro-Oeste,GO,1,1,0,0,1
9,1,9_1,Nordeste,CE,22,0,0,0,22
9,4,9_4,Nordeste,CE,20,0,0,0,20
9,3,9_3,Nordeste,CE,20,0,0,0,20
9,3,9_3,Nordeste,CE,17,0,0,0,17
9,2,9_2,Nordeste,CE,16,0,0,0,16
9,1,9_1,Nordeste,CE,1,1,0,1,1
9,3,9_3,Nordeste,CE,1,1,0,1,1
9,4,9_4,Nordeste,CE,1,1,0,0,1
9,2,9_2,Nordeste,CE,1,1,0,0,1
9,4,9_4,Nordeste,CE,1,1,0,1,1
10,4,10_4,Nordeste,CE,3,3,0,0,3
10,1,10_1,Nordeste,CE,18,0,0,0,18
10,2,10_2,Nordeste,CE,18,0,0,0,18
10,3,10_3,Nordeste,CE,15,0,0,0,15
10,3,10_3,Nordeste,CE,20,0,0,0,20
10,1,10_1,Nordeste,CE,1,1,0,1,1
10,2,10_2,Nordeste,CE,1,1,0,1,1
10,2,10_2,Nordeste,CE,1,1,0,0,1
11,1,11_1,Nordeste,CE,2,2,0,2,2
11,2,11_2,Nordeste,CE,10,0,0,0,10
11,1,11_1,Nordeste,CE,10,0,0,0,10
11,3,11_3,Nordeste,CE,12,0,0,0,12
11,1,11_1,Nordeste,CE,1,1,0,0,1
11,4,11_4,Nordeste,CE,2,2,0,0,2
9,3,9_3,Sul,SC,43,0,0,0,43
9,1,9_1,Sul,SC,20,0,0,0,20
9,1,9_1,Sul,SC,52,0,0,0,52
9,2,9_2,Sul,SC,20,0,0,0,20
9,1,9_1,Sul,SC,3,3,0,0,3
9,3,9_3,Sul,SC,14,0,0,0,14
9,4,9_4,Sul,SC,1,1,0,1,1
9,4,9_4,Sul,SC,9,0,0,0,9
10,2,10_2,Sul,SC,35,0,0,0,35
10,2,10_2,Sul,SC,20,0,0,0,20
10,3,10_3,Sul,SC,3,3,0,0,3
10,1,10_1,Sul,SC,50,0,0,0,50
10,2,10_2,Sul,SC,3,3,0,0,3
10,1,10_1,Sul,SC,1,1,0,0,1
11,2,11_2,Sul,SC,55,0,0,0,55
11,1,11_1,Sul,SC,30,0,0,0,30
11,2,11_2,Sul,SC,23,0,0,0,23
11,3,11_3,Sul,SC,33,0,0,0,33
11,4,11_4,Sul,SC,1,1,0,0,1
11,4,11_4,Sul,SC,1,1,0,1,1
9,3,9_3,Nordeste,BA,20,0,0,0,20
9,4,9_4,Nordeste,BA,17,0,0,0,17
9,1,9_1,Nordeste,BA,26,0,0,0,26
9,3,9_3,Nordeste,BA,18,0,0,0,18
9,4,9_4,Nordeste,BA,25,0,0,0,25
9,1,9_1,Nordeste,BA,1,1,0,0,1
9,2,9_2,Nordeste,BA,1,1,0,1,1
9,2,9_2,Nordeste,BA,1,1,0,0,1
10,1,10_1,Nordeste,BA,3,3,0,0,3
10,1,10_1,Nordeste,BA,26,0,0,0,26
10,4,10_4,Nordeste,BA,19,0,0,0,19
10,1,10_1,Nordeste,BA,15,0,0,0,15
10,3,10_3,Nordeste,BA,22,0,0,0,22
11,4,11_4,Nordeste,BA,23,0,0,0,23
11,2,11_2,Nordeste,BA,20,0,0,0,20
11,4,11_4,Nordeste,BA,1,1,0,0,1
9,1,9_1,Sul,PR,42,0,0,0,42
9,2,9_2,Sul,PR,21,0,0,0,21
9,3,9_3,Sul,PR,28,0,0,0,28
9,4,9_4,Sul,PR,22,0,0,0,22
9,1,9_1,Sul,PR,1,1,0,1,1
9,3,9_3,Sul,PR,1,1,0,0,1
10,1,10_1,Sul,PR,30,0,0,0,30
10,2,10_2,Sul,PR,25,0,0,0,25
10,1,10_1,Sul,PR,2,2,0,0,2
11,4,11_4,Sul,PR,53,0,0,0,53
11,3,11_3,Sul,PR,48,0,0,0,48
11,2,11_2,Sul,PR,32,0,0,0,32
11,1,11_1,Sul,PR,20,0,0,0,20
11,1,11_1,Sul,PR,32,0,0,0,32
11,2,11_2,Sul,PR,2,2,0,0,2
11,4,11_4,Sul,PR,33,0,0,0,33
11,1,11_1,Sul,PR,1,1,0,0,1
11,4,11_4,Sul,PR,1,1,0,0,1
9,1,9_1,Sul,RS,58,0,0,0,58
9,3,9_3,Sul,RS,44,0,0,0,44
9,4,9_4,Sul,RS,21,0,0,0,21
9,3,9_3,Sul,RS,12,0,0,0,12
9,1,9_1,Sul,RS,1,0,1,0,1
9,3,9_3,Sul,RS,1,1,0,0,1
9,4,9_4,Sul,RS,1,1,0,1,1
10,2,10_2,Sul,RS,38,0,0,0,38
10,1,10_1,Sul,RS,18,0,0,0,18
10,2,10_2,Sul,RS,43,0,0,0,43
10,4,10_4,Sul,RS,31,0,0,0,31
10,1,10_1,Sul,RS,39,0,0,0,39
10,3,10_3,Sul,RS,22,0,0,0,22
10,3,10_3,Sul,RS,39,0,0,0,39
10,2,10_2,Sul,RS,3,3,0,0,3
10,3,10_3,Sul,RS,4,4,0,0,4
11,2,11_2,Sul,RS,29,0,0,0,29
11,3,11_3,Sul,RS,51,0,0,0,51
11,3,11_3,Sul,RS,29,0,0,0,29
11,1,11_1,Sul,RS,33,0,0,0,33
11,2,11_2,Sul,RS,1,0,1,0,1
11,1,11_1,Sul,RS,28,0,0,0,28
11,4,11_4,Sul,RS,37,0,0,0,37
11,4,11_4,Sul,RS,2,2,0,0,2
11,2,11_2,Sul,RS,2,2,0,2,2
9,4,9_4,Sudeste,MG,35,0,0,0,35
9,4,9_4,Sudeste,MG,59,0,0,0,59
9,3,9_3,Sudeste,MG,46,0,0,0,46
9,3,9_3,Sudeste,MG,34,0,0,0,34
9,1,9_1,Sudeste,MG,1,1,0,1,1
9,2,9_2,Sudeste,MG,6,6,0,0,6
9,3,9_3,Sudeste,MG,2,2,0,2,2
9,4,9_4,Sudeste,MG,5,5,0,0,5
9,4,9_4,Sudeste,MG,1,1,0,1,1
10,1,10_1,Sudeste,MG,31,0,0,0,31
10,1,10_1,Sudeste,MG,51,0,0,0,51
10,4,10_4,Sudeste,MG,5,5,0,0,5
10,3,10_3,Sudeste,MG,23,0,0,0,23
10,3,10_3,Sudeste,MG,4,4,0,0,4
10,2,10_2,Sudeste,MG,42,0,0,0,42
10,4,10_4,Sudeste,MG,32,0,0,0,32
10,2,10_2,Sudeste,MG,1,1,0,1,1
10,1,10_1,Sudeste,MG,3,3,0,0,3
10,1,10_1,Sudeste,MG,2,2,0,2,2
10,4,10_4,Sudeste,MG,1,1,0,1,1
11,4,11_4,Sudeste,MG,2,2,0,2,2
11,4,11_4,Sudeste,MG,74,0,0,0,74
11,4,11_4,Sudeste,MG,3,0,3,0,3
11,3,11_3,Sudeste,MG,61,0,0,0,61
11,1,11_1,Sudeste,MG,30,0,0,0,30
11,2,11_2,Sudeste,MG,39,0,0,0,39
11,2,11_2,Sudeste,MG,1,1,0,1,1
11,4,11_4,Sudeste,MG,4,4,0,0,4
9,4,9_4,Nordeste,MA,20,0,0,0,20
9,4,9_4,Nordeste,MA,15,0,0,0,15
9,3,9_3,Nordeste,MA,18,0,0,0,18
9,3,9_3,Nordeste,MA,1,1,0,1,1
9,3,9_3,Nordeste,MA,2,2,0,0,2
10,2,10_2,Nordeste,MA,32,0,0,0,32
10,3,10_3,Nordeste,MA,12,0,0,0,12
10,3,10_3,Nordeste,MA,20,0,0,0,20
10,1,10_1,Nordeste,MA,24,0,0,0,24
10,4,10_4,Nordeste,MA,2,2,0,0,2
10,4,10_4,Nordeste,MA,15,0,0,0,15
10,1,10_1,Nordeste,MA,1,1,0,0,1
10,3,10_3,Nordeste,MA,1,0,1,0,1
10,2,10_2,Nordeste,MA,1,1,0,0,1
11,3,11_3,Nordeste,MA,20,0,0,0,20
11,4,11_4,Nordeste,MA,23,0,0,0,23
11,4,11_4,Nordeste,MA,7,7,0,0,7
11,4,11_4,Nordeste,MA,1,1,0,1,1
11,2,11_2,Nordeste,MA,11,0,0,0,11
11,2,11_2,Nordeste,MA,1,1,0,0,1
9,1,9_1,Sudeste,RJ,15,0,0,0,15
9,4,9_4,Sudeste,RJ,2,2,0,0,2
9,2,9_2,Sudeste,RJ,2,2,0,2,2
9,3,9_3,Sudeste,RJ,1,1,0,0,1
10,2,10_2,Sudeste,RJ,35,0,0,0,35
10,4,10_4,Sudeste,RJ,2,2,0,0,2
10,2,10_2,Sudeste,RJ,1,1,0,1,1
11,1,11_1,Sudeste,RJ,32,0,0,0,32
11,4,11_4,Sudeste,RJ,43,0,0,0,43
11,4,11_4,Sudeste,RJ,45,0,0,0,45
11,4,11_4,Sudeste,RJ,1,1,0,0,1
11,1,11_1,Sudeste,RJ,2,2,0,0,2
9,4,9_4,Sudeste,SP,39,0,0,0,39
9,4,9_4,Sudeste,SP,43,0,0,0,43
9,1,9_1,Sudeste,SP,47,0,0,0,47
9,2,9_2,Sudeste,SP,2,2,0,2,2
9,1,9_1,Sudeste,SP,2,2,0,2,2
9,1,9_1,Sudeste,SP,2,2,0,0,2
10,4,10_4,Sudeste,SP,49,0,0,0,49
10,2,10_2,Sudeste,SP,30,0,0,0,30
10,3,10_3,Sudeste,SP,29,0,0,0,29
10,1,10_1,Sudeste,SP,36,0,0,0,36
10,2,10_2,Sudeste,SP,6,6,0,0,6
10,4,10_4,Sudeste,SP,1,1,0,1,1
11,1,11_1,Sudeste,SP,30,0,0,0,30
11,3,11_3,Sudeste,SP,57,0,0,0,57
11,3,11_3,Sudeste,SP,26,0,0,0,26
11,2,11_2,Sudeste,SP,1,1,0,1,1
11,3,11_3,Sudeste,SP,4,4,0,0,4
